invoice_no,name,city,region,product,brand,store,quantity,unit_price,discount,order_timestamp,payment_mode
INV27876,Priya,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,3,3000,1000,2026-01-19 15:56:00,CARD
INV7115,Vishal,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,3,1850,50,2026-01-05 05:55:00,UPI
INV35355,Priya,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,3,2000,500,2026-01-24 20:35:00,CARD
INV79186,Sneha,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,2,1750,100,2026-02-24 07:06:00,CARD
INV51684,Sneha,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,1,1800,0,2026-02-05 04:44:00,UPI
INV70096,Rahul,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,1,1750,50,2026-02-17 23:36:00,COD
INV94603,Vishal,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,5,1750,50,2026-03-07 00:03:00,CARD
INV53346,Priya,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,1,1750,50,2026-02-06 08:26:00,UPI
INV55053,Rahul,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,3,1750,100,2026-02-07 12:53:00,COD
INV82855,Rahul,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,2,1850,100,2026-02-26 20:15:00,UPI
INV86840,Sneha,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,5,3000,1000,2026-03-01 14:40:00,CARD
INV69522,Amit,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,2,3000,1000,2026-02-17 14:02:00,COD
INV1049,Amit,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,2,1850,50,2026-01-01 00:49:00,UPI
INV75808,Anita,Delhi,Delhi,Keyboard,HP,Store Delhi,2,2000,500,2026-02-21 22:48:00,COD
INV93397,Anita,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,4,1850,50,2026-03-06 03:57:00,COD
INV52551,Rahul,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,2,2000,500,2026-02-05 19:11:00,COD
INV90176,Amit,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,1,3000,1000,2026-03-03 22:16:00,CARD
INV82947,Amit,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,1,2000,500,2026-02-26 21:47:00,UPI
INV30426,Priya,Delhi,Delhi,Keyboard,Logitech,Store Delhi,3,1750,50,2026-01-21 10:26:00,COD
INV71011,Anita,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,3,2000,500,2026-02-18 14:51:00,CARD
INV57763,Priya,Delhi,Delhi,Keyboard,HP,Store Delhi,2,2000,500,2026-02-09 10:03:00,CARD
INV19676,Vishal,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,2,2000,500,2026-01-13 23:16:00,COD
INV22848,Rahul,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,1,1850,100,2026-01-16 04:08:00,COD
INV37081,Anita,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,5,1750,100,2026-01-26 01:21:00,UPI
INV83710,Vishal,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,5,3000,1000,2026-02-27 10:30:00,CARD
INV43627,Vishal,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,1,2000,500,2026-01-30 14:27:00,CARD
INV26356,Priya,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,3,2000,500,2026-01-18 14:36:00,CARD
INV90351,Vishal,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,3,1800,0,2026-03-04 01:11:00,COD
INV46457,Rahul,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,5,3000,1000,2026-02-01 13:37:00,CARD
INV70419,Amit,Delhi,Delhi,Keyboard,HP,Store Delhi,1,1850,100,2026-02-18 04:59:00,CARD
INV5008,Rahul,Delhi,Delhi,Keyboard,HP,Store Delhi,3,3000,1000,2026-01-03 18:48:00,CARD
INV45544,Amit,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,5,2000,500,2026-01-31 22:24:00,COD
INV96974,Vishal,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,5,1750,0,2026-03-08 15:34:00,CARD
INV59819,Anita,Delhi,Delhi,Keyboard,HP,Store Delhi,3,1850,50,2026-02-10 20:19:00,UPI
INV71413,Vishal,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,4,2000,500,2026-02-18 21:33:00,CARD
INV27070,Sneha,Delhi,Delhi,Keyboard,Logitech,Store Delhi,5,2000,500,2026-01-19 02:30:00,CARD
INV47108,Rahul,Delhi,Delhi,Keyboard,Logitech,Store Delhi,3,1750,100,2026-02-02 00:28:00,CARD
INV21843,Vishal,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,4,1850,50,2026-01-15 11:23:00,COD
INV8887,Amit,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,2,2000,500,2026-01-06 11:27:00,CARD
INV68928,Sneha,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,3,2000,500,2026-02-17 04:08:00,UPI
INV45062,Amit,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,4,1850,50,2026-01-31 14:22:00,COD
INV95292,Sneha,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,3,1850,50,2026-03-07 11:32:00,CARD
INV53052,Sneha,Delhi,Delhi,Keyboard,HP,Store Delhi,1,3000,1000,2026-02-06 03:32:00,COD
INV60355,Amit,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,5,1850,50,2026-02-11 05:15:00,UPI
INV22923,Vishal,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,1,1850,100,2026-01-16 05:23:00,UPI
INV100163,Vishal,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,5,1750,100,2026-03-10 20:43:00,UPI
INV61483,Amit,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,3,1850,100,2026-02-12 00:03:00,UPI
INV97176,Sneha,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,3,2000,500,2026-03-08 18:56:00,UPI
INV49529,Amit,Delhi,Delhi,Keyboard,Logitech,Store Delhi,1,1750,0,2026-02-03 16:49:00,CARD
INV95946,Anita,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,4,1750,100,2026-03-07 22:26:00,CARD
INV14366,Rahul,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,3,1750,50,2026-01-10 06:46:00,COD
INV62715,Priya,Delhi,Delhi,Keyboard,Logitech,Store Delhi,5,1750,100,2026-02-12 20:35:00,COD
INV39680,Amit,Delhi,Delhi,Keyboard,Logitech,Store Delhi,4,3000,1000,2026-01-27 20:40:00,UPI
INV22884,Sneha,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,2,1750,50,2026-01-16 04:44:00,UPI
INV62032,Vishal,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,3,1750,0,2026-02-12 09:12:00,COD
INV51727,Sneha,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,4,1800,0,2026-02-05 05:27:00,COD
INV20706,Priya,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,2,2000,500,2026-01-14 16:26:00,COD
INV69685,Rahul,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,5,3000,1000,2026-02-17 16:45:00,COD
INV7915,Anita,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,3,2000,500,2026-01-05 19:15:00,CARD
INV78549,Amit,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,2,3000,1000,2026-02-23 20:29:00,COD
INV37643,Priya,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,3,1750,50,2026-01-26 10:43:00,UPI
INV95589,Rahul,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,2,1750,50,2026-03-07 16:29:00,COD
INV57837,Anita,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,5,3000,1000,2026-02-09 11:17:00,COD
INV18418,Sneha,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,2,1750,100,2026-01-13 02:18:00,CARD
INV92933,Priya,Delhi,Delhi,Keyboard,Logitech,Store Delhi,5,2000,500,2026-03-05 20:13:00,CARD
INV56711,Amit,Delhi,Delhi,Keyboard,Logitech,Store Delhi,5,1750,50,2026-02-08 16:31:00,CARD
INV85498,Amit,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,1,2000,500,2026-02-28 16:18:00,UPI
INV89054,Vishal,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,1,3000,1000,2026-03-03 03:34:00,UPI
INV45944,Rahul,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,3,1750,100,2026-02-01 05:04:00,CARD
INV6313,Rahul,Delhi,Delhi,Keyboard,Logitech,Store Delhi,3,1750,50,2026-01-04 16:33:00,COD
INV11636,Rahul,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,3,1750,0,2026-01-08 09:16:00,CARD
INV73645,Amit,Delhi,Delhi,Keyboard,HP,Store Delhi,2,1850,100,2026-02-20 10:45:00,CARD
INV65326,Priya,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,2,1850,100,2026-02-14 16:06:00,CARD
INV68460,Vishal,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,3,2000,500,2026-02-16 20:20:00,CARD
INV65590,Rahul,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,4,1850,50,2026-02-14 20:30:00,COD
INV2735,Priya,Delhi,Delhi,Keyboard,Logitech,Store Delhi,2,1750,0,2026-01-02 04:55:00,CARD
INV2453,Rahul,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,5,1850,50,2026-01-02 00:13:00,COD
INV9185,Rahul,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,5,2000,500,2026-01-06 16:25:00,COD
INV45772,Priya,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,4,1750,50,2026-02-01 02:12:00,UPI
INV47564,Vishal,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,4,2000,500,2026-02-02 08:04:00,CARD
INV20443,Vishal,Delhi,Delhi,Keyboard,HP,Store Delhi,3,1850,100,2026-01-14 12:03:00,COD
INV96221,Sneha,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,3,1750,0,2026-03-08 03:01:00,CARD
INV4171,Vishal,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,2,3000,1000,2026-01-03 04:51:00,CARD
INV70505,Vishal,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,3,2000,500,2026-02-18 06:25:00,COD
INV36365,Priya,Delhi,Delhi,Keyboard,HP,Store Delhi,4,2000,500,2026-01-25 13:25:00,COD
INV26263,Priya,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,5,3000,1000,2026-01-18 13:03:00,UPI
INV67994,Vishal,Delhi,Delhi,Keyboard,HP,Store Delhi,4,3000,1000,2026-02-16 12:34:00,CARD
INV84746,Rahul,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,4,1750,100,2026-02-28 03:46:00,COD
INV61870,Anita,Delhi,Delhi,Keyboard,HP,Store Delhi,1,1850,100,2026-02-12 06:30:00,CARD
INV17040,Sneha,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,4,2000,500,2026-01-12 03:20:00,COD
INV18639,Vishal,Delhi,Delhi,Keyboard,HP,Store Delhi,5,1850,100,2026-01-13 05:59:00,COD
INV68353,Anita,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,1,1750,100,2026-02-16 18:33:00,CARD
INV52549,Anita,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,4,3000,1000,2026-02-05 19:09:00,COD
INV76231,Sneha,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,5,1850,50,2026-02-22 05:51:00,CARD
INV33645,Anita,Delhi,Delhi,Keyboard,Logitech,Store Delhi,2,1750,0,2026-01-23 16:05:00,COD
INV15600,Rahul,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,3,1850,50,2026-01-11 03:20:00,COD
INV47448,Anita,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,2,2000,500,2026-02-02 06:08:00,UPI
INV88805,Rahul,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,1,1750,100,2026-03-02 23:25:00,UPI
INV81066,Amit,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,5,1850,50,2026-02-25 14:26:00,UPI
INV93336,Priya,Delhi,Delhi,Keyboard,Logitech,Store Delhi,5,1750,50,2026-03-06 02:56:00,UPI
INV2383,Anita,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,1,3000,1000,2026-01-01 23:03:00,UPI
INV36974,Amit,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,2,1850,100,2026-01-25 23:34:00,CARD
INV80096,Anita,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,2,1850,50,2026-02-24 22:16:00,CARD
INV98177,Amit,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,3,1850,100,2026-03-09 11:37:00,CARD
INV31803,Rahul,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,2,1750,0,2026-01-22 09:23:00,UPI
INV25767,Vishal,Delhi,Delhi,Keyboard,HP,Store Delhi,2,3000,1000,2026-01-18 04:47:00,COD
INV6637,Anita,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,4,2000,500,2026-01-04 21:57:00,COD
INV63153,Vishal,Delhi,Delhi,Keyboard,Logitech,Store Delhi,3,3000,1000,2026-02-13 03:53:00,CARD
INV19471,Anita,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,3,1850,100,2026-01-13 19:51:00,COD
INV79826,Rahul,Delhi,Delhi,Keyboard,Logitech,Store Delhi,2,3000,1000,2026-02-24 17:46:00,COD
INV5360,Rahul,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,4,3000,1000,2026-01-04 00:40:00,CARD
INV55433,Sneha,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,5,2000,500,2026-02-07 19:13:00,COD
INV20912,Vishal,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,2,1800,0,2026-01-14 19:52:00,COD
INV1284,Anita,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,3,1850,100,2026-01-01 04:44:00,COD
INV19466,Sneha,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,2,2000,500,2026-01-13 19:46:00,CARD
INV72258,Anita,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,1,1750,50,2026-02-19 11:38:00,CARD
INV17789,Rahul,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,2,1750,50,2026-01-12 15:49:00,COD
INV1317,Rahul,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,2,1750,50,2026-01-01 05:17:00,CARD
INV41322,Priya,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,3,1850,100,2026-01-29 00:02:00,COD
INV1856,Rahul,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,1,1850,100,2026-01-01 14:16:00,UPI
INV60776,Anita,Delhi,Delhi,Keyboard,HP,Store Delhi,3,3000,1000,2026-02-11 12:16:00,COD
INV85530,Sneha,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,1,2000,500,2026-02-28 16:50:00,CARD
INV71225,Vishal,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,2,2000,500,2026-02-18 18:25:00,UPI
INV94815,Amit,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,2,1750,100,2026-03-07 03:35:00,COD
INV70608,Sneha,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,1,2000,500,2026-02-18 08:08:00,CARD
INV79999,Anita,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,5,1750,100,2026-02-24 20:39:00,CARD
INV47314,Sneha,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,5,1750,50,2026-02-02 03:54:00,COD
INV75484,Anita,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,3,2000,500,2026-02-21 17:24:00,UPI
INV50215,Vishal,Delhi,Delhi,Keyboard,Logitech,Store Delhi,2,1750,0,2026-02-04 04:15:00,UPI
INV24611,Anita,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,2,3000,1000,2026-01-17 09:31:00,UPI
INV53867,Anita,Delhi,Delhi,Keyboard,Logitech,Store Delhi,4,1750,0,2026-02-06 17:07:00,UPI
INV78225,Sneha,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,4,2000,500,2026-02-23 15:05:00,UPI
INV10055,Priya,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,1,3000,1000,2026-01-07 06:55:00,CARD
INV85601,Rahul,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,4,2000,500,2026-02-28 18:01:00,COD
INV83259,Amit,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,4,3000,1000,2026-02-27 02:59:00,UPI
INV76866,Anita,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,5,2000,500,2026-02-22 16:26:00,CARD
INV83867,Priya,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,1,2000,500,2026-02-27 13:07:00,UPI
INV84964,Sneha,Delhi,Delhi,Keyboard,HP,Store Delhi,4,1850,50,2026-02-28 07:24:00,CARD
INV67911,Sneha,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,4,1850,50,2026-02-16 11:11:00,UPI
INV25597,Priya,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,2,2000,500,2026-01-18 01:57:00,CARD
INV92490,Priya,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,3,1750,0,2026-03-05 12:50:00,CARD
INV59380,Vishal,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,4,1750,100,2026-02-10 13:00:00,CARD
INV99728,Priya,Delhi,Delhi,Keyboard,Logitech,Store Delhi,1,1750,50,2026-03-10 13:28:00,CARD
INV38398,Rahul,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,5,1850,50,2026-01-26 23:18:00,UPI
INV1780,Rahul,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,4,1750,50,2026-01-01 13:00:00,COD
INV6898,Rahul,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,2,2000,500,2026-01-05 02:18:00,COD
INV10040,Priya,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,3,1750,50,2026-01-07 06:40:00,UPI
INV94252,Rahul,Delhi,Delhi,Keyboard,Logitech,Store Delhi,3,1750,0,2026-03-06 18:12:00,UPI
INV2478,Vishal,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,5,1750,50,2026-01-02 00:38:00,COD
INV35674,Amit,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,1,3000,1000,2026-01-25 01:54:00,UPI
INV29650,Priya,Delhi,Delhi,Keyboard,HP,Store Delhi,5,1850,100,2026-01-20 21:30:00,UPI
INV91968,Sneha,Delhi,Delhi,Keyboard,Logitech,Store Delhi,2,2000,500,2026-03-05 04:08:00,UPI
INV84090,Anita,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,2,1850,50,2026-02-27 16:50:00,CARD
INV50998,Rahul,Delhi,Delhi,Keyboard,Logitech,Store Delhi,2,3000,1000,2026-02-04 17:18:00,CARD
INV18041,Priya,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,5,2000,500,2026-01-12 20:01:00,CARD
INV50064,Priya,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,1,3000,1000,2026-02-04 01:44:00,COD
INV10724,Sneha,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,4,1750,0,2026-01-07 18:04:00,UPI
INV83033,Rahul,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,5,1750,0,2026-02-26 23:13:00,CARD
INV77928,Priya,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,2,3000,1000,2026-02-23 10:08:00,CARD
INV40406,Anita,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,3,1750,0,2026-01-28 08:46:00,COD
INV98963,Rahul,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,3,1850,100,2026-03-10 00:43:00,UPI
INV61520,Sneha,Delhi,Delhi,Keyboard,HP,Store Delhi,1,1850,50,2026-02-12 00:40:00,COD
INV86918,Amit,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,5,1800,0,2026-03-01 15:58:00,UPI
INV38094,Vishal,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,2,1800,0,2026-01-26 18:14:00,UPI
INV17154,Amit,Delhi,Delhi,Keyboard,Logitech,Store Delhi,5,1750,0,2026-01-12 05:14:00,UPI
INV61709,Rahul,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,4,1750,100,2026-02-12 03:49:00,CARD
INV34748,Sneha,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,4,1750,0,2026-01-24 10:28:00,UPI
INV86940,Vishal,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,5,1750,0,2026-03-01 16:20:00,COD
INV32186,Priya,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,5,3000,1000,2026-01-22 15:46:00,UPI
INV68858,Priya,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,1,2000,500,2026-02-17 02:58:00,COD
INV85782,Rahul,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,2,3000,1000,2026-02-28 21:02:00,UPI
INV61651,Anita,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,4,1750,50,2026-02-12 02:51:00,COD
INV53860,Sneha,Delhi,Delhi,Keyboard,HP,Store Delhi,1,1850,50,2026-02-06 17:00:00,UPI
INV60095,Priya,Delhi,Delhi,Keyboard,Logitech,Store Delhi,5,1750,100,2026-02-11 00:55:00,CARD
INV80940,Anita,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,2,1800,0,2026-02-25 12:20:00,COD
INV59816,Amit,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,3,3000,1000,2026-02-10 20:16:00,CARD
INV78620,Anita,Delhi,Delhi,Keyboard,Logitech,Store Delhi,4,1750,50,2026-02-23 21:40:00,CARD
INV56828,Amit,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,3,1750,100,2026-02-08 18:28:00,COD
INV85983,Amit,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,5,2000,500,2026-03-01 00:23:00,COD
INV58135,Rahul,Delhi,Delhi,Keyboard,HP,Store Delhi,1,1850,50,2026-02-09 16:15:00,CARD
INV96630,Priya,Delhi,Delhi,Keyboard,HP,Store Delhi,4,2000,500,2026-03-08 09:50:00,UPI
INV30076,Anita,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,3,3000,1000,2026-01-21 04:36:00,UPI
INV76827,Anita,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,3,1750,50,2026-02-22 15:47:00,CARD
INV42897,Rahul,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,3,1800,0,2026-01-30 02:17:00,UPI
INV72204,Rahul,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,2,1750,100,2026-02-19 10:44:00,COD
INV80201,Anita,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,5,3000,1000,2026-02-25 00:01:00,CARD
INV41209,Priya,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,5,1750,50,2026-01-28 22:09:00,UPI
INV82792,Sneha,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,3,2000,500,2026-02-26 19:12:00,UPI
INV64422,Sneha,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,1,2000,500,2026-02-14 01:02:00,UPI
INV11845,Anita,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,2,2000,500,2026-01-08 12:45:00,CARD
INV60968,Sneha,Delhi,Delhi,Keyboard,Logitech,Store Delhi,1,1750,100,2026-02-11 15:28:00,COD
INV48361,Priya,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,3,1850,50,2026-02-02 21:21:00,COD
INV41994,Sneha,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,3,1850,50,2026-01-29 11:14:00,COD
INV73080,Vishal,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,1,1850,50,2026-02-20 01:20:00,CARD
INV88608,Rahul,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,5,1800,0,2026-03-02 20:08:00,UPI
INV5040,Sneha,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,1,2000,500,2026-01-03 19:20:00,UPI
INV11254,Priya,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,4,1750,100,2026-01-08 02:54:00,UPI
INV39906,Anita,Delhi,Delhi,Keyboard,Logitech,Store Delhi,3,2000,500,2026-01-28 00:26:00,UPI
INV46969,Anita,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,4,1850,100,2026-02-01 22:09:00,COD
INV45798,Vishal,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,5,1750,50,2026-02-01 02:38:00,UPI
INV51496,Anita,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,1,3000,1000,2026-02-05 01:36:00,COD
INV94441,Amit,Bangalore,Karnataka,Keyboard,Logitech,Store Bangalore,5,1750,50,2026-03-06 21:21:00,CARD
INV85797,Sneha,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,5,2000,500,2026-02-28 21:17:00,COD
INV31411,Rahul,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,4,1750,0,2026-01-22 02:51:00,UPI
INV80588,Rahul,Delhi,Delhi,Keyboard,Logitech,Store Delhi,4,1750,0,2026-02-25 06:28:00,UPI
INV19117,Vishal,Bangalore,Karnataka,Keyboard,HP,Store Bangalore,1,1800,0,2026-01-13 13:57:00,UPI
INV19488,Vishal,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,1,1850,50,2026-01-13 20:08:00,UPI
INV13831,Sneha,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,1,1800,0,2026-01-09 21:51:00,UPI
INV38002,Rahul,Delhi,Delhi,Keyboard,Logitech,Store Delhi,3,3000,1000,2026-01-26 16:42:00,COD
INV15996,Anita,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,2,1750,50,2026-01-11 09:56:00,UPI
INV1191,Priya,Hyderabad,Telangana,Keyboard,Logitech,Store Hyderabad,4,1750,100,2026-01-01 03:11:00,COD
INV96833,Priya,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,4,1850,50,2026-03-08 13:13:00,UPI
INV68305,Anita,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,3,2000,500,2026-02-16 17:45:00,UPI
INV90617,Vishal,Hyderabad,Telangana,Keyboard,HP,Store Hyderabad,1,2000,500,2026-03-04 05:37:00,COD
INV89414,Sneha,Chennai,Tamil Nadu,Keyboard,Logitech,Store Chennai,1,1750,50,2026-03-03 09:34:00,CARD
INV74954,Rahul,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,5,1850,50,2026-02-21 08:34:00,COD
INV98020,Priya,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,5,1850,100,2026-03-09 09:00:00,COD
INV92060,Priya,Mumbai,Maharashtra,Keyboard,Logitech,Store Mumbai,3,1750,100,2026-03-05 05:40:00,COD
INV87825,Priya,Mumbai,Maharashtra,Keyboard,HP,Store Mumbai,3,3000,1000,2026-03-02 07:05:00,CARD
INV23333,Priya,Chennai,Tamil Nadu,Keyboard,HP,Store Chennai,1,3000,1000,2026-01-16 12:13:00,CARD
